"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Tuvalu","TUV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8824746.23813152","9365488.11527636","9742603.63358628","9631024.91567838","10887216.9090252","11025679.5147634","12335200.1648586","12701093.9749737","12757405.7922913","13687141.1058778","15073978.4480759","13964728.7157492","16842677.1707019","19456335.9287725","22798266.5963107","22909973.9844518","24096867.4704455","28450156.7896508","31874425.9457828","28076988.1290938","32105394.1529273","39196949.3440623","39345578.2233767","38615887.0338205","38760972.4230315","36811928.82414","41629064.9653416","45276606.0014551","48015219.9526234","54123195.2727502","51746568.697119","60196366.8066821","60349391.0988033",
"Tanzania","TZA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5100405344.39923","4420167588.57625","4258742898.93795","4956587901.61865","4601413521.13102","4257702021.44302","4510847189.15431","5255221043.83861","6496195823.96993","7683852496.84499","12270448546.3584","12711213451.034","13375976353.6994","13581644245.7352","14142035080.2849","15224257698.482","16675948414.7573","18399046025.2688","18649590248.2626","21843529024.9154","27961527622.7154","29081826158.6787","32014247547.5146","34657141720.6759","39650522645.9811","45680532613.7591","49964825081.1078","47378603783.6471","49774004999.2038","53275968094.8533","57003686049.4102","61026765850.3054","66068737757.2651","70655628140.5826","75709289056.4457",
"Uganda","UGA","GDP (current US$)","NY.GDP.MKTP.CD","423008385.744235","441524109.014675","449012578.616352","516147798.742138","589056603.773585","884502309.069299","925381491.444771","967240654.219656","1037379251.37757","1168556627.69887","1259554807.64427","1417191654.74969","1490970267.23326","1701817876.60586","2098944967.50769","2359555555.55556","2447300000","2936470588.23529","2420260869.56522","2139025000","1244610000","1337300000","2177500000","2240333333.33333","3615647477.06862","3519695212.52773","3923244170.44145","6269522147.44353","6508931651.66667","5276480789.75396","4304399314.79883","3321729157.61296","2857457760.91789","3220439044.18949","3990430446.71216","5755818844.54988","6044585326.938","6269333313.17108","6584815846.52754","5998563257.94659","6193246837.09687","5840503868.57246","6178563590.89254","6606884273.84919","7939487548.40605","9239221760.48232","9977647685.28515","11902564496.6908","14440404136.5669","25127805566.4511","26673441432.4579","27871725245.1688","27305915907.9939","28915786520.3935","32612397253.2395","32387183733.0207","29203988697.459","30744473839.7439","32927025621.3848","35348155092.292","37605430214.347","40510241365.9029","45559202048.7345",
"Ukraine","UKR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","64087694038.2333","74703517902.6642","82709161099.1244","81393558423.4406","77350733982.4458","73945908383.7046","65648559903.0571","52549553403.0304","48213867647.4523","44558841762.3667","50151522612.0082","41882529044.5491","31580642102.4386","32375081951.1418","39309580983.2282","43956163612.0433","52010352502.0057","67220154164.3166","89238865118.5263","111884752475.248","148733861386.139","188110375778.931","121552148243.748","141209163012.941","169333838743.705","182591746211.418","190498811460.028","133503867181.971","91030968761.4155","93355868977.6619","112090503817.399","130891086689.522","153883045524.931","156617719786.254","199765856764.501","160502739236.097",
"Upper middle income","UMC","GDP (current US$)","NY.GDP.MKTP.CD","229313536534.492","217557259638.346","223123039214.32","234129505241.678","268661015368.312","300143481292.058","331542693710.854","333642404111.708","350115035911.563","392809511713.552","430722632315.813","467247859712.139","531816361499.834","694386737370.909","868560009321.687","959658335595.186","1018860419509.77","1133358764185.83","1262847704203.51","1461209943939.29","1716330585868.34","1864136131757","1791984785032.27","1695520751625.61","1802314273336.5","1834108045681.45","1857700185343.29","1989957753559.59","2185346524589.52","2333154208117.54","2756767439045.53","2677432849078.89","2794814023931.18","3068883874615.94","3345607407893.09","3744627507199.11","4082479563769.84","4345555737600.82","4166274273158.31","3987442722574.91","4418290422685.49","4434160160761.07","4499020434440.66","5052354848145.16","6029942150777.52","7222694384206.55","8602214788409.79","10635743057387.1","12953100695356.9","12520122233352","15356267754831.7","18538276005119.8","19829689458382.6","21215649863990.1","21825453186268.7","20518584369299","20476321992810.5","22654892975159","24340482542310.2","24792971685094.9","23928189369748.5","28475143446764","30055338614864.1",
"Uruguay","URY","GDP (current US$)","NY.GDP.MKTP.CD","1242289239.20493","1547388781.43133","1710004407.22785","1539681490.78174","1975701816.46615","1890767155.52622","1809185093.55188","1597713469.09611","1593674184.56285","2004435483.87097","2137096774.19355","2807258064.51613","2189418688.80408","3964296443.35254","4090209681.97172","3538278046.96236","3667161241.48372","4114670014.3472","4910254565.57831","7181182224.11227","10163020115.7344","11048301420.6301","9178780076.99713","5102276308.45313","4850238549.61832","4732025669.96467","5880106316.82633","7367504969.95853","8213526913.66289","8438946947.60228","9298806525.099","11206174799.5619","12878150209.9029","15002138240.0392","17474590050.7212","19297663096.5506","20515457255.7546","23969738387.6719","25385887785.5852","23983945190.6202","22823271520.8708","20898762265.2653","13606515935.952","12045638209.5112","13686329890.1191","17362857683.8545","19741420466.5393","23797773024.3992","31119603033.9891","32708318594.41","41950361211.9581","50342405198.2458","54232266358.7811","61337620935.5305","61496186973.902","57680328702.241","57480788380.312","65006047680.3225","65203071110.6037","62048585618.505","53666908479.5585","61412268248.9461","71177146197.4951",
"United States","USA","GDP (current US$)","NY.GDP.MKTP.CD","543300000000","563300000000","605100000000","638600000000","685800000000","743700000000","815000000000","861700000000","942500000000","1019900000000","1073303000000","1164850000000","1279110000000","1425376000000","1545243000000","1684904000000","1873412000000","2081826000000","2351599000000","2627333000000","2857307000000","3207041000000","3343789000000","3634038000000","4037613000000","4338979000000","4579631000000","4855215000000","5236438000000","5641580000000","5963144000000","6158129000000","6520327000000","6858559000000","7287236000000","7639749000000","8073122000000","8577554457000","9062818202000","9631174489000","10250947997000","10581929774000","10929112955000","11456442041000","12217193198000","13039199193000","13815586948000","14474226905000","14769857911000","14478064934000","15048964444000","15599728123000","16253972230000","16843190993000","17550680174000","18206020741000","18695110842000","19477336549000","20533057312000","21380976119000","21060473613000","23315080560000","25462700000000",
"Uzbekistan","UZB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13360607990.6751","13677622222.2222","12941297376.0933","13099013835.5111","12899156990.6156","13350468917.4115","13948892215.5689","14744603773.5849","14988971210.8383","17078465982.0282","13760513969.314","11401421329.1974","9687788512.80184","10134453435.4603","12030023547.8807","14307509838.8053","17330833852.919","22311393927.8817","29549438883.8338","33689223673.2577","49765676402.4495","60178909297.208","67517349212.0609","73180037913.0325","80845385816.2062","86196264741.9423","86138288633.2241","62081322741.1228","52870108217.5626","60283503705.3907","60224701295.7983","69600614988.6039","80391853884.764",
"St. Vincent and the Grenadines","VCT","GDP (current US$)","NY.GDP.MKTP.CD","13066633.9946372","13999964.9942542","14524963.6815387","13708299.0568739","14758296.4314429","15108295.5562993","16099959.7433923","15835103.0301057","15349999.992325","16649999.991675","18449999.990775","20051925.0349891","27585802.7191194","30165077.4525954","32923696.1775823","33237228.556406","32792846.7795264","49353161.8518519","60844771.4814815","71096359.6296296","82340339.6296296","102086539.259259","113759203.333333","122255349.62963","135024987.777778","145641705.185185","160846656.666667","175580647.407407","200726712.592593","214745002.222222","240366666.666667","254829629.62963","277955555.555556","286307407.407407","289437037.037037","316007407.407407","331488888.888889","347770370.37037","373618518.518519","390718518.518519","427946037.037037","462072333.333333","487763851.851852","509090888.888889","549900185.185185","579948925.925926","643501148.148148","713596666.666667","732663259.259259","714300259.259259","720447888.888889","713796370.37037","730032592.592593","764781259.259259","770901436.441118","786554580.796867","814302267.073348","844039068.757533","884328180.526933","910765709.768752","869111852.751778","872226063.705504","948558503.126378",
"Venezuela, RB","VEN","GDP (current US$)","NY.GDP.MKTP.CD","7663938303.07172","8067267030.61863","8814309884.21165","9608717288.17057","8192413793.10345","8427777777.77778","8781333333.33333","9250000000","10034444444.4444","10285111111.1111","11561111111.1111","12986590909.0909","13977727272.7273","17035581395.3488","26100930232.5581","27464651162.7907","31419534883.7209","36210697674.4186","39316279069.7674","48310930232.5581","59116511627.907","66327441860.4651","67736744186.0465","67556279069.7674","59867743467.9335","61965466666.6667","60516123711.3402","48029034482.7586","60226413793.1034","43536709104.0115","48606952194.7752","53453444786.6256","60416519619.7904","60037460783.4143","58418666666.6667","77389487771.5469","70543211119.099","85837678559.2469","91336763255.6157","97972842461.5131","117146466003.235","122911036746.163","92893587733.6549","83620628582.1082","112451400422.982","145513489651.872","183477522123.894","230364012575.687","315953388510.678","329787628928.471","393192354510.653","316482190800.364","381286237847.667","371005379786.566","482359318767.703","","","","","","","","",
"British Virgin Islands","VGB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3262000000","3443000000","3797000000","4428000000","4484000000","4784000000","4244000000","4201000000","4324000000","4223000000","4089000000","3738000000","3565000000","3663000000","3798000000","3794000000","3922000000","4117000000","4204000000","","",
"Viet Nam","VNM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","14094687820.7445","26336616250.4397","36658108850.3148","25423812648.5941","6293304974.59403","6471740805.56984","9613369520.41885","9866990236.43587","13180953598.1716","16286433533.3228","20736164458.9505","24657470574.7501","26843700441.5482","27209602050.0452","28683659006.7752","31172518403.3162","32685198809.2947","35064105500.8344","39552513231.0669","45427854693.2554","57633255739.4104","66371664817.0436","77414425532.2452","99130304099.1274","106014659563.143","147201164066.172","172595034069.162","195590647205.685","213708830776.947","233451484773.974","239258340825.533","257096001174.075","281353626107.245","310106472642.968","334365257920.289","346615750166.553","366137590717.804","408802379068.229",
